Date,Shell,AstraZeneca,HSBC Holdings,Unilever Group,BP,Diageo,Rio Tinto Group,Glencore,British American Tobacco,GlaxoSmithKline,FTSE 100
2012-02-23,5937.89990234375,2874.5,3133.0,495.3500061035156,1502.5,438.1000061035156,1425.914794921875,575.4000244140625,3690.0,2328.5,2090.0
2012-02-24,5935.10009765625,2856.0,3127.0,496.20001220703125,1494.5,436.29998779296875,1413.8265380859375,574.9000244140625,3670.5,2322.0,2050.0
2012-02-27,5915.60009765625,2841.0,3159.0,501.70001220703125,1501.0,434.1499938964844,1412.8192138671875,553.5,3702.0,2317.0,2053.0
2012-02-28,5927.89990234375,2824.5,3170.0,499.29998779296875,1507.5,438.3500061035156,1414.3302001953125,559.2999877929688,3730.5,2320.5,2043.0
2012-02-29,5871.5,2807.5,3177.0,492.3999938964844,1503.5,432.0,1397.205078125,555.2999877929688,3584.0,2286.5,2031.0
2012-03-01,5931.2998046875,2822.5,3223.0,496.3999938964844,1519.0,427.1499938964844,1415.337646484375,568.2999877929688,3594.5,2294.5,2053.0
2012-03-02,5911.10009765625,2817.5,3208.5,496.5,1504.5,420.0,1399.7235107421875,569.0,3560.0,2285.5,2030.0
2012-03-05,5874.7998046875,2841.0,3205.0,504.6000061035156,1527.5,403.3500061035156,1414.3302001953125,558.5999755859375,3422.0,2274.5,2046.0
2012-03-06,5765.7998046875,2806.0,3191.5,490.1000061035156,1508.5,401.29998779296875,1410.30078125,548.4000244140625,3356.0,2251.0,2028.0
2012-03-07,5791.39990234375,2824.0,3126.0,492.75,1510.5,402.25,1419.8707275390625,550.7000122070312,3370.0,2247.5,2038.0
2012-03-08,5859.7001953125,2827.0,3163.5,494.45001220703125,1523.5,405.1000061035156,1422.38916015625,556.0,3460.0,2277.0,2062.0
2012-03-09,5887.5,2864.0,3199.0,493.8999938964844,1542.0,408.70001220703125,1428.9368896484375,556.9000244140625,3509.0,2280.0,2067.0
2012-03-12,5892.7998046875,2876.5,3225.0,495.70001220703125,1553.0,411.3500061035156,1436.995849609375,556.0999755859375,3450.5,2272.0,2107.0
2012-03-13,5955.89990234375,2885.0,3245.0,498.8500061035156,1552.0,418.20001220703125,1453.113525390625,572.4000244140625,3533.0,2281.0,2106.0
